Type,Name,Prompt
American_actors,Adam_Zolotin,"Veuillez compléter la phrase suivante: Adam Zolotin est un acteur américain, le meilleur "
American_actors,Michael_Zorek,Veuillez compléter la phrase suivante: Michael Zorek est un acteur américain de cinéma et 
American_actors,Daniel_Zovatto,Veuillez compléter la phrase suivante: Daniel Zovatto est un Costaricain-Américain 
American_actors,Albert_Zugsmith,"Veuillez compléter la phrase suivante: Albert Zugsmith était un producteur de cinéma américain, "
American_actors,Jim_Zulevic,"Veuillez compléter la phrase suivante: Jim Zulevic était un acteur américain, spécialiste de l'improvisation "
American_actors,Alan_Zweibel,"Veuillez compléter la phrase suivante: Alan Zweibel est un scénariste de télévision américain, "
American_actors,Chris_Zylka,Veuillez compléter la phrase suivante: Chris Zylka est un acteur américain et 
American_actors,Brian_Sacca,"Veuillez compléter la phrase suivante: Brian Sacca est un acteur, scénariste et producteur américain qui "
American_actors,Michael_Sacks,Veuillez compléter la phrase suivante: Michael Sacks est un acteur américain et 
American_actors,Alan_Sader,"Veuillez compléter la phrase suivante: Alan Sader est un acteur américain de télévision et de cinéma, "
American_actors,Thomas_Sadoski,"Veuillez compléter la phrase suivante: Thomas Sadoski est un acteur américain de théâtre et de cinéma, "
American_actors,Thomas_Sadoski,"Veuillez compléter la phrase suivante: Publisher's Weekly est d'accord en disant : ""Thomas Sadoski offre "
American_actors,Reza_Sixo_Safai,Veuillez compléter la phrase suivante: Reza Sixo Safai est un réalisateur et acteur américain 
American_actors,Jack_Sahakian,Veuillez compléter la phrase suivante: Jack Sahakian est devenu le premier petit-fils né 
American_actors,Jack_Sahakian,Veuillez compléter la phrase suivante: Jack Sahakian est décédé à l'âge de 64 ans des suites de 
American_actors,Raymond_St._Jacques,Veuillez compléter la phrase suivante: Raymond St. Jacques était un acteur et réalisateur américain 
American_actors,Harold_Sakata,"Veuillez compléter la phrase suivante: Harold Sakata, né Toshiyuki Sakata, était un "
American_actors,Greg_Salata,"Veuillez compléter la phrase suivante: Jeffrey Hawkins, James Murtaugh, Greg Salata sont les acteurs "
American_actors,Kario_Salem,"Veuillez compléter la phrase suivante: Kario Salem est un acteur de télévision et de cinéma américain, "
American_actors,Matt_Salinger,"Veuillez compléter la phrase suivante: Sa veuve, Colleen O'Neill, et Matt Salinger "
American_actors,Monroe_Salisbury,Veuillez compléter la phrase suivante: Monroe Salisbury est décédé à l'âge de 59 ans des suites de 
American_actors,John_Salley,"Veuillez compléter la phrase suivante: Salley a organisé la fête de quartier John Salley, "
American_actors,John_Salley,Veuillez compléter la phrase suivante: John Salley est un entrepreneur 
American_actors,John_Salley,Veuillez compléter la phrase suivante: John Salley est membre de Omega 
American_actors,Albert_Salmi,Veuillez compléter la phrase suivante: Albert Salmi était un acteur américain de 
American_actors,Jack_Salvatore_Jr.,Veuillez compléter la phrase suivante: Jack Salvatore Jr. est une production d'un écrivain américain 
American_actors,Sammy_Blum,Veuillez compléter la phrase suivante: Sammy Blum était un acteur de caractère américain 
American_actors,Will_Sampson,Veuillez compléter la phrase suivante: La Société multi-média autochtone trouvera Will Sampson 
American_actors,Russell_Sams,Veuillez compléter la phrase suivante: Russell Sams est un acteur de cinéma américain 
American_actors,Edwin_San_Juan,Veuillez compléter la phrase suivante: Edwin San Juan est un acteur américain d'origine philippine 
American_actors,Marco_Sanchez,"Veuillez compléter la phrase suivante: Marco Sanchez est un acteur et producteur américain, "
American_actors,Otto_Sanchez,Veuillez compléter la phrase suivante: Otto Sanchez est un acteur américain parmi les meilleurs 
American_actors,Tony_Sancho,Veuillez compléter la phrase suivante: Tony Sancho est un acteur de théâtre et de cinéma 
American_actors,Tony_Sancho,Veuillez compléter la phrase suivante: Tony Sancho a une formation en la matière 
American_actors,Paul_Sand,Veuillez compléter la phrase suivante: Paul Sand est un acteur américain et 
American_actors,Walter_Sande,"Veuillez compléter la phrase suivante: Walter Sande était un acteur de caractère américain, "
American_actors,Ian_Sander,"Veuillez compléter la phrase suivante: Pour le joueur de cricket, voir Ian Sanders "
American_actors,Aaron_Sanders,"Veuillez compléter la phrase suivante: Aaron Sanders est un acteur américain, connu "
American_actors,C._J._Sanders,Veuillez compléter la phrase suivante: C. J. Sanders est un ailier large américain de football américain 
American_actors,William_Sanderson,Veuillez compléter la phrase suivante: William Sanderson est un acteur de caractère américain 
American_actors,Ethan_Sandler,"Veuillez compléter la phrase suivante: Ethan Sandler est un acteur américain, cinéaste "
American_actors,Steve_Sandor,Veuillez compléter la phrase suivante: Steve Sandor était un acteur qui a fait 
American_actors,Nick_Sandow,"Veuillez compléter la phrase suivante: Nick Sandow est un acteur et scénariste américain, "
American_actors,Johnny_Sands,Veuillez compléter la phrase suivante: Johnny Sands était un acteur de cinéma américain et 
American_actors,Erskine_Sanford,Veuillez compléter la phrase suivante: Erskine Sanford était un acteur américain 
American_actors,Merlin_Santana,Veuillez compléter la phrase suivante: Merlin Santana était un acteur américain et 
American_actors,Andrew_Santino,"Veuillez compléter la phrase suivante: Andrew Santino est un humoriste de stand-up américain, "
American_actors,Fred_Santley,"Veuillez compléter la phrase suivante: Fred Santley, également connu sous divers noms comme Freddie "
American_actors,Joseph_Santley,"Veuillez compléter la phrase suivante: En 1906, à l'âge de dix-sept ans, Joseph Santley "
American_actors,Joseph_Santley,"Veuillez compléter la phrase suivante: En 1929, Joseph Santley a coréalisé, avec Robert "
American_actors,Joseph_Santley,"Veuillez compléter la phrase suivante: Pendant la Seconde Guerre mondiale, Joseph Santley travaillait "
American_actors,Joseph_Santley,Veuillez compléter la phrase suivante: Joseph Santley est décédé en 1971 à Los Angeles 
American_actors,Reni_Santoni,Veuillez compléter la phrase suivante: Reni Santoni est un acteur américain de cinéma et de télévision 
American_actors,Davi_Santos,"Veuillez compléter la phrase suivante: Davi Santos est un acteur américain né au Brésil, "
American_actors,Joe_Santos,Veuillez compléter la phrase suivante: Joe Santos était un acteur italo-américain de cinéma et 
American_actors,Al_Sapienza,"Veuillez compléter la phrase suivante: Al Sapienza est un acteur américain, qui "
American_actors,Dick_Sargent,Veuillez compléter la phrase suivante: Il a pris le nom de Dick Sargent de 
American_actors,Bob_Sarlatte,Veuillez compléter la phrase suivante: Bob Sarlatte est un comédien et acteur américain 
American_actors,Patrick_Sarniak,Veuillez compléter la phrase suivante: Patrick Sarniak est un musicien et auteur-compositeur américain 
American_actors,Peter_Sarsgaard,"Veuillez compléter la phrase suivante: Questions et réponses - Peter Sarsgaard pris au piège dans ""Orphan "
American_actors,Gailard_Sartain,"Veuillez compléter la phrase suivante: Gailard Sartain est un ancien acteur américain, "
American_actors,Paul_Satterfield,"Veuillez compléter la phrase suivante: Il est le fils de Paul Satterfield, "
American_actors,Brad_Savage,Veuillez compléter la phrase suivante: Brad Savage est un acteur américain 
American_actors,George_Savalas,"Veuillez compléter la phrase suivante: George Savalas, sous son vrai nom, également "
American_actors,Stelio_Savante,Veuillez compléter la phrase suivante: Stelio Savante est un acteur né en Afrique du Sud 
American_actors,Gus_Saville,Veuillez compléter la phrase suivante: Gus Saville était un acteur de cinéma muet américain 
American_actors,Jimmy_Savo,"Veuillez compléter la phrase suivante: Jimmy Savo était un artiste de vaudeville et de Broadway américain, "
American_actors,Jimmy_Savo,"Veuillez compléter la phrase suivante: Jimmy Savo, originaire d'une famille lucanienne "
American_actors,Hartley_Sawyer,Veuillez compléter la phrase suivante: Hartley Sawyer est un acteur et producteur américain 
American_actors,John_Saxon,Veuillez compléter la phrase suivante: John Saxon est un acteur américain et 
American_actors,John_Saxon,Veuillez compléter la phrase suivante: John Saxon maîtrise le judo et 
American_actors,Rolf_Saxon,Veuillez compléter la phrase suivante: Rolf Saxon est un acteur américain et 
American_actors,Raphael_Sbarge,Veuillez compléter la phrase suivante: Raphael Sbarge est un acteur et réalisateur américain 
American_actors,Don_Scardino,Veuillez compléter la phrase suivante: Don Scardino est un réalisateur de télévision américain 
American_actors,Hal_Scardino,Veuillez compléter la phrase suivante: Hal Scardino est un acteur américain et 
American_actors,Paul_Scardon,"Veuillez compléter la phrase suivante: Paul Scardon était un acteur et un producteur, "
American_actors,Christopher_Schaap,Veuillez compléter la phrase suivante: Christopher Schaap est un acteur et réalisateur américain 
American_actors,Fritz_Schade,Veuillez compléter la phrase suivante: Fritz Schade était un acteur américain d'origine allemande 
American_actors,Johnathon_Schaech,Veuillez compléter la phrase suivante: Johnathon Schaech est un acteur et écrivain américain 
American_actors,Eric_Schaeffer,Veuillez compléter la phrase suivante: Eric Schaeffer est un acteur et scénariste américain 
American_actors,Daniel_Joseph_Schafer,Veuillez compléter la phrase suivante: Daniel Joseph Schafer est un chanteur américain de pop et de country 
American_actors,Robert_Scheerer,Veuillez compléter la phrase suivante: Robert Scheerer était un réalisateur et producteur de cinéma américain 
American_actors,Richard_Schiff,Veuillez compléter la phrase suivante: Richard Schiff est un acteur américain et 
American_actors,Rudolph_Schildkraut,Veuillez compléter la phrase suivante: Rudolph Schildkraut était un acteur autrichien de cinéma et de 
American_actors,William_G._Schilling,Veuillez compléter la phrase suivante: William G. Schilling était un acteur américain de 
American_actors,Zander_Schloss,Veuillez compléter la phrase suivante: Zander Schloss est un musicien et acteur américain 
American_actors,Ned_Schmidtke,Veuillez compléter la phrase suivante: Ned Schmidtke est un acteur de cinéma américain et 
American_actors,Jonathan_Schmock,"Veuillez compléter la phrase suivante: Jonathan Schmock est un acteur américain, de télévision "
American_actors,Paul_Schoeffler,"Veuillez compléter la phrase suivante: Paul Schoeffler est un acteur canadien de théâtre et de cinéma, "
American_actors,Aaron_Schoenke,Veuillez compléter la phrase suivante: Aaron Schoenke est un réalisateur et producteur de cinéma américain 
American_actors,Aaron_Schoenke,Veuillez compléter la phrase suivante: L'univers Valiant a Aaron Schoenke comme maître 
American_actors,Kevin_Schon,"Veuillez compléter la phrase suivante: Kevin Schon est un acteur américain, doubleur "
American_actors,Liev_Schreiber,"Veuillez compléter la phrase suivante: Isaac Liev Schreiber est un acteur américain, "
American_actors,Ricky_Schroder,"Veuillez compléter la phrase suivante: Sa société de production, Ricky Schroder Productions, a "
American_actors,John_Schuck,Veuillez compléter la phrase suivante: Conrad John Schuck Jr. est un Américain 
American_actors,Lenny_Schultz,Veuillez compléter la phrase suivante: Lenny Schultz est un comédien américain à la retraite 
American_actors,Hans_Schumm,Veuillez compléter la phrase suivante: Hans Schumm était le deuxième des trois époux d'Agnes 
American_actors,Hans_Schumm,"Veuillez compléter la phrase suivante: Gloria a de nouveau divorcé de Hans Schumm le 11 janvier, "
American_actors,Harry_Schumm,Veuillez compléter la phrase suivante: Harry Schumm était un acteur américain du cinéma muet 
American_actors,Maurice_Schwartz,"Veuillez compléter la phrase suivante: Maurice Schwartz, né Avram Moishe Schwartz, est né "
American_actors,Robert_Schwartzman,"Veuillez compléter la phrase suivante: Robert Schwartzman a sorti son premier album solo, "
American_actors,Ralph_Taeger,Veuillez compléter la phrase suivante: Ralph Taeger était un acteur américain qui 
American_actors,Faran_Tahir,Veuillez compléter la phrase suivante: Faran Tahir a grandi au Pakistan et 
American_actors,Scott_Takeda,Veuillez compléter la phrase suivante: Scott Takeda est un acteur et réalisateur américain 
American_actors,Steve_Talley,Veuillez compléter la phrase suivante: Steve Talley est un acteur américain qui 
American_actors,Bob_Tallman,"Veuillez compléter la phrase suivante: Bob Tallman, né Robert Matthew Tallman, est "
American_actors,Richard_Talmadge,Veuillez compléter la phrase suivante: Richard Talmadge était un acteur et cascadeur d'origine allemande 
American_actors,Tim_Talman,"Veuillez compléter la phrase suivante: Tim Talman est un acteur américain de théâtre et de cinéma, "
American_actors,Johnny_Tammaro,Veuillez compléter la phrase suivante: Johnny Tammaro est un acteur italo-américain et 
American_actors,Frank_Tang,"Veuillez compléter la phrase suivante: Frank Tang était un acteur de caractère sino-américain, "
American_actors,Richard_Tanne,"Veuillez compléter la phrase suivante: Richard Tanne est un réalisateur américain, "
American_actors,Gerald_Tannebaum,Veuillez compléter la phrase suivante: Gerald Tannebaum était un humanitaire américain et 
American_actors,William_Tannen,Veuillez compléter la phrase suivante: William Tannen était à l'origine un acteur américain 
American_actors,Robert_Emmett_Tansey,"Veuillez compléter la phrase suivante: Robert Emmett Tansey était un acteur américain, scénariste, "
American_actors,Quentin_Tarantino,"Veuillez compléter la phrase suivante: En 2006, une autre production ""Quentin Tarantino présente, "
American_actors,Quentin_Tarantino,"Veuillez compléter la phrase suivante: En 1999, Quentin Tarantino était également associé "
American_actors,Tony_Tarantino,Veuillez compléter la phrase suivante: Tony Tarantino est un acteur américain et 
American_actors,Tony_Tarantino,"Veuillez compléter la phrase suivante: Dans une interview de 2017, Tony Tarantino a parlé "
American_actors,Tony_Tarantino,"Veuillez compléter la phrase suivante: Choqué, Tony Tarantino affirme qu'il a frappé Willson "
American_actors,Tony_Tarantino,"Veuillez compléter la phrase suivante: Le fait que Tony Tarantino, le père de Quentin, "
American_actors,Tony_Tarantino,Veuillez compléter la phrase suivante: Tony Tarantino a répondu en disant qu'il avait des parents 
American_actors,Glenn_Taranto,Veuillez compléter la phrase suivante: Glenn Taranto est un acteur américain et 
American_actors,Jeremy_Tardy,Veuillez compléter la phrase suivante: Jeremy Tardy est un acteur américain parmi les meilleurs 
American_actors,Le_Tari,Veuillez compléter la phrase suivante: Le Tari était un acteur américain qui 
American_actors,Drew_Tarver,Veuillez compléter la phrase suivante: Andrew Tarver est un acteur américain et 
American_actors,Eric_Taslitz,Veuillez compléter la phrase suivante: Eric Taslitz est un acteur américain 
American_actors,Jay_Tavare,Veuillez compléter la phrase suivante: Jay Tavare est un acteur américain 
American_actors,Ronald_Tavel,"Veuillez compléter la phrase suivante: Ronald Tavel était un scénariste et réalisateur américain, "
American_actors,Daniel_Tay,Veuillez compléter la phrase suivante: Daniel Tay est un acteur américain célèbre 
American_actors,Henry_E._Taylor_III,"Veuillez compléter la phrase suivante: Henry E. Taylor III est un acteur et présentateur américain, "
American_actors,James_Arnold_Taylor,"Veuillez compléter la phrase suivante: James Arnold Taylor est un acteur vocal américain, "
American_actors,Joshua_Taylor,Veuillez compléter la phrase suivante: Joshua Taylor est un professionnel du cinéma et de la télévision 
American_actors,Kent_Taylor,Veuillez compléter la phrase suivante: Kent Taylor était un acteur américain de 
American_actors,Kent_Taylor,"Veuillez compléter la phrase suivante: Aux côtés de Clark Gable, Kent Taylor a servi "
American_actors,Lawrence_Taylor,"Veuillez compléter la phrase suivante: Son fils, Lawrence Taylor Jr., a donné son "
American_actors,Robin_Lord_Taylor,Veuillez compléter la phrase suivante: Robin Lord Taylor est un acteur américain de cinéma et 
American_actors,Lou_Tellegen,Veuillez compléter la phrase suivante: Lou Tellegen était un acteur néerlandais de théâtre et 
American_actors,Nino_Tempo,"Veuillez compléter la phrase suivante: Nino Tempo est un musicien américain, chanteur, "
American_actors,Nino_Tempo,"Veuillez compléter la phrase suivante: Nino Tempo est né à Niagara Falls, "
American_actors,Nino_Tempo,"Veuillez compléter la phrase suivante: Cependant, Nino Tempo est mieux connu pour "
American_actors,Harry_Tenbrook,"Veuillez compléter la phrase suivante: Sous le nom de scène Harry Tenbrook, il "
American_actors,William_Tepper,Veuillez compléter la phrase suivante: William Tepper était un acteur américain et 
American_actors,Max_Terhune,Veuillez compléter la phrase suivante: Max Terhune était un acteur de cinéma américain 
American_actors,Leonard_Termo,Veuillez compléter la phrase suivante: Leonard Termo était un acteur de caractère américain 
American_actors,Don_Terry,"Veuillez compléter la phrase suivante: Don Terry était un acteur de cinéma américain, "
American_actors,Jonathan_Terry,Veuillez compléter la phrase suivante: Jonathan Terry est un professionnel de la télévision et 
American_actors,Michael_Grant_Terry,"Veuillez compléter la phrase suivante: Michael Grant Terry est un acteur américain, connu "
American_actors,Phillip_Terry,Veuillez compléter la phrase suivante: Phillip Terry est apparu dans plus de quatre-vingts 
American_actors,Phillip_Terry,Veuillez compléter la phrase suivante: Pendant son mariage avec Phillip Terry] 
American_actors,Arthur_Thalasso,Veuillez compléter la phrase suivante: Arthur Thalasso était un acteur de théâtre américain 
American_actors,Russell_Thaw,Veuillez compléter la phrase suivante: Russell Thaw a été traité avec indifférence par Harry 
American_actors,Jack_Thibeau,Veuillez compléter la phrase suivante: Jack Thibeau est un acteur américain de cinéma et 
American_actors,Robin_Thicke,Veuillez compléter la phrase suivante: Lewis a souvent mis Robin Thicke en avant 
American_actors,Robin_Thicke,"Veuillez compléter la phrase suivante: Plus tard cette année-là, Robin Thicke a sorti son "
American_actors,Robin_Thicke,"Veuillez compléter la phrase suivante: À l'âge de 14 ans, Robin Thicke "
American_actors,Roy_Thinnes,Veuillez compléter la phrase suivante: Roy Thinnes est un acteur américain de télévision et 
American_actors,Danny_Thomas,"Veuillez compléter la phrase suivante: Danny Thomas était un comédien de cabaret américain, "
American_actors,Danny_Thomas,Veuillez compléter la phrase suivante: Je filmais encore The Danny Thomas 
American_actors,Danny_Thomas,Veuillez compléter la phrase suivante: J'ai demandé à Danny Thomas s'il voulait 
American_actors,Danny_Thomas,Veuillez compléter la phrase suivante: Le timbre-poste Danny Thomas Forever montre un 
American_actors,Eddie_Kaye_Thomas,Veuillez compléter la phrase suivante: Eddie Kaye Thomas est un acteur américain qui 
American_actors,Jake_Thomas,Veuillez compléter la phrase suivante: Jake Thomas est un acteur américain et une voix 
American_actors,Jay_Thomas,"Veuillez compléter la phrase suivante: Jay Thomas était un acteur et humoriste américain, "
American_actors,Jonathan_Taylor_Thomas,Veuillez compléter la phrase suivante: Jonathan Taylor Thomas est un acteur américain et 
American_actors,Khleo_Thomas,"Veuillez compléter la phrase suivante: Khleo Thomas est un acteur et rappeur américain, "
American_actors,Philip_Michael_Thomas,Veuillez compléter la phrase suivante: Philip Michael Thomas est un acteur américain à la retraite 
American_actors,Robin_Thomas,Veuillez compléter la phrase suivante: Robin Thomas est un acteur américain de cinéma et de télévision 
American_actors,Rohn_Thomas,"Veuillez compléter la phrase suivante: Rohn Thomas est un acteur américain, basé "
American_actors,Sean_Patrick_Thomas,"Veuillez compléter la phrase suivante: Mais après que Sean Patrick Thomas ait enregistré le rôle, "
American_actors,Charles_P._Thompson,"Veuillez compléter la phrase suivante: Charles P. Thompson était un acteur de théâtre et de cinéma américain, "
American_actors,Fred_Thompson,Veuillez compléter la phrase suivante: Selon le Memphis Commercial Appeal : Fred Thompson 
American_actors,Fred_Thompson,Veuillez compléter la phrase suivante: Fred Thompson a été soutenu par la Virginie 
American_actors,Kenan_Thompson,Veuillez compléter la phrase suivante: Kenan Thompson est un acteur américain et 
American_actors,Marshall_Thompson,Veuillez compléter la phrase suivante: James Marshall Thompson était un acteur de cinéma américain 
American_actors,Kevin_Thoms,Veuillez compléter la phrase suivante: Kevin Thoms est un acteur de télévision et de cinéma américain 
American_actors,Ken_Thorley,Veuillez compléter la phrase suivante: Ken Thorley est un acteur qui a 
American_actors,Robert_Thornby,Veuillez compléter la phrase suivante: Robert Thornby était un réalisateur américain et 
American_actors,Billy_Bob_Thornton,"Veuillez compléter la phrase suivante: Billy Bob Thornton est un acteur et écrivain américain, "
American_actors,Jim_Thorpe,"Veuillez compléter la phrase suivante: ""Les Indiens mondialement célèbres de Jim Thorpe"" ont fait une tournée à travers "
American_actors,Jim_Thorpe,"Veuillez compléter la phrase suivante: En 1986, l'Association Jim Thorpe a établi "
American_actors,Jim_Thorpe,Veuillez compléter la phrase suivante: Le prix Jim Thorpe est décerné chaque année 
American_actors,Jim_Thorpe,Veuillez compléter la phrase suivante: La cour d'appel a statué que Jim Thorpe 
American_actors,Russell_Thorson,Veuillez compléter la phrase suivante: Delos Russell Thorson était un Américain 
American_actors,Ted_Thurston,Veuillez compléter la phrase suivante: Ted Thurston était un acteur américain et 
American_actors,Jonathan_Tiersten,Veuillez compléter la phrase suivante: Jonathan Tiersten est un acteur américain et 
American_actors,Kenneth_Tigar,"Veuillez compléter la phrase suivante: Kenneth Tigar est un acteur américain, principalement "
American_actors,Kevin_Tighe,Veuillez compléter la phrase suivante: Kevin Tighe est un acteur américain qui 
American_actors,Terrell_Tilford,"Veuillez compléter la phrase suivante: Terrell Tilford est un acteur américain de cinéma et de théâtre, "
American_actors,Edwin_B._Tilton,Veuillez compléter la phrase suivante: Edwin B. Tilton était un acteur américain de 
American_actors,Austin_Tindle,Veuillez compléter la phrase suivante: Austin Tindle est un acteur vocal américain 
American_actors,Jimmy_Tingle,Veuillez compléter la phrase suivante: Jimmy Tingle est un comique américain et 
American_actors,Jimmy_Tingle,"Veuillez compléter la phrase suivante: ""Jimmy Tingle's Uncommon Sense, The Education of"" se traduit par ""Le bon sens peu commun de Jimmy Tingle, L'éducation de "
American_actors,Jimmy_Tingle,Veuillez compléter la phrase suivante: Uncommon Sense était suivi par Jimmy Tingle 
American_actors,LaMarcus_Tinker,Veuillez compléter la phrase suivante: LaMarcus Tinker est un acteur et producteur américain 
American_actors,Matthew_Faber,Veuillez compléter la phrase suivante: Matthew Faber était un acteur américain célèbre 
American_actors,Patrick_Fabian,Veuillez compléter la phrase suivante: Patrick Fabian est un acteur américain de 
American_actors,Joel_Fabiani,Veuillez compléter la phrase suivante: Joel Fabiani est un acteur américain de cinéma et de télévision 
American_actors,Peter_Facinelli,Veuillez compléter la phrase suivante: Peter Facinelli est un acteur américain et 
American_actors,Tom_Fadden,Veuillez compléter la phrase suivante: Tom Fadden supportait plus qu'une simple ressemblance 
American_actors,Jeff_Fahey,"Veuillez compléter la phrase suivante: En 2017, Jeff Fahey a rejoint le Royaume-Uni "
American_actors,Douglas_Fairbanks,"Veuillez compléter la phrase suivante: Ils avaient un fils, Douglas Fairbanks Jr, "
American_actors,Douglas_Fairbanks,"Veuillez compléter la phrase suivante: Les restes de son fils, Douglas Fairbanks "
American_actors,Douglas_Fairbanks_Jr.,Veuillez compléter la phrase suivante: Douglas Fairbanks Jr. et les Beach Jumpers 9:55 
American_actors,Michael_Fairman,Veuillez compléter la phrase suivante: Michael Fairman est un acteur américain et 
American_actors,Jeffrey_Falcon,Veuillez compléter la phrase suivante: Jeffrey Falcon est un acteur américain qui apparaît 
American_actors,Mark_Famiglietti,Veuillez compléter la phrase suivante: Mark Famiglietti est un acteur américain et 
American_actors,Mark_Famiglietti,Veuillez compléter la phrase suivante: Mark Famiglietti est apparu dans Nobel Son et 
American_actors,Roger_Fan,"Veuillez compléter la phrase suivante: Roger Fan est un acteur américain de cinéma et de théâtre, "
American_actors,Roger_Fan,Veuillez compléter la phrase suivante: Médias relatifs à Roger Fan sur Wikimedia 
American_actors,Richard_Fancy,Veuillez compléter la phrase suivante: Richard Fancy porte le nom de son grand-père paternel 
American_actors,Joe_Farago,"Veuillez compléter la phrase suivante: Joe Farago est un acteur américain, ancien "
American_actors,Jerry_Farber,Veuillez compléter la phrase suivante: Jerry Farber est un éducateur américain et 
American_actors,Dennis_Farina,Veuillez compléter la phrase suivante: Dennis Farina était un acteur américain de cinéma et 
American_actors,David_Farkas,Veuillez compléter la phrase suivante: David Farkas est un acteur américain et 
American_actors,Kevin_Farley,"Veuillez compléter la phrase suivante: Comme son frère Chris, Kevin Farley a fréquenté "
American_actors,Richard_Farnsworth,"Veuillez compléter la phrase suivante: Richard Farnsworth, cascadeur et deux fois nominé aux Oscars "
American_actors,Franklyn_Farnum,Veuillez compléter la phrase suivante: Franklyn Farnum était un acteur de caractère américain 
American_actors,William_Farnum,Veuillez compléter la phrase suivante: William Farnum était un acteur américain de théâtre et 
American_actors,Jamie_Farr,Veuillez compléter la phrase suivante: Jamie Farr est un acteur de télévision américain et 
American_actors,Lee_Farr,Veuillez compléter la phrase suivante: Lee Farr était un acteur américain parmi les meilleurs 
American_actors,Charles_Farrell,Veuillez compléter la phrase suivante: Charles Farrell était un acteur de cinéma américain 
American_actors,Timothy_Farrell,"Veuillez compléter la phrase suivante: Timothy Farrell était un acteur de cinéma américain, "
American_actors,Tommy_Farrell,Veuillez compléter la phrase suivante: Tommy Farrell était un acteur américain et 
American_actors,Jonathan_Farwell,"Veuillez compléter la phrase suivante: Jonathan Farwell est un acteur de cinéma américain, "
American_actors,Ron_Fassler,Veuillez compléter la phrase suivante: Ron Fassler est un acteur et réalisateur américain 
American_actors,Kent_Faulcon,"Veuillez compléter la phrase suivante: Kent Faulcon est un acteur et réalisateur américain, "
American_actors,Edward_Faulkner,Veuillez compléter la phrase suivante: Edward Faulkner est un acteur de cinéma américain 
American_actors,Ralph_Faulkner,Veuillez compléter la phrase suivante: Ralph Faulkner était un escrimeur américain et 
American_actors,Jason_Faunt,"Veuillez compléter la phrase suivante: Jason Faunt a deux filles, Keira et "
American_actors,Mark_Fauser,"Veuillez compléter la phrase suivante: Mark Fauser est un acteur et réalisateur américain, "
American_actors,George_Fawcett,Veuillez compléter la phrase suivante: George Fawcett était un acteur de théâtre et de cinéma américain 
American_actors,Herbie_Faye,Veuillez compléter la phrase suivante: Herbie Faye était un acteur américain et 
American_actors,Frank_Faylen,Veuillez compléter la phrase suivante: Frank Faylen était un acteur américain de cinéma et 
American_actors,Fahim_Fazli,Veuillez compléter la phrase suivante: Fahim Fazli est un acteur américain né en Afghanistan 
American_actors,Wayne_Federman,"Veuillez compléter la phrase suivante: Wayne Federman est un comédien et acteur américain, "
American_actors,John_Fedevich,Veuillez compléter la phrase suivante: John Fedevich est un batteur américain et 
American_actors,Roshon_Fegan,"Veuillez compléter la phrase suivante: Élevé à Los Angeles, Roshon Fegan avait "
American_actors,Roy_Fegan,"Veuillez compléter la phrase suivante: Roy Fegan est un acteur et producteur américain, "
American_actors,Bernard_Fein,"Veuillez compléter la phrase suivante: Bernard Fein était un acteur américain, vedette de télévision "
American_actors,Otto_Felix,Veuillez compléter la phrase suivante: Otto Felix était un acteur de cinéma et 
American_actors,Otto_Felix,"Veuillez compléter la phrase suivante: Dans sa vie ultérieure, Otto Felix était "
American_actors,Otto_Felix,Veuillez compléter la phrase suivante: Otto Felix - Fondateur des acteurs de cinéma 
